id,cert,domain,difficulty,scenarioOrg,stem,A,B,C,D,answer,explanation,tags
sc500-d2-q25,SC-500,"Protect storage, databases, and networks",medium,ClearVault Finance,You are designing controls for ClearVault Finance. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,rotate nothing until an incident,ignore old repositories,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,grant read access to all developers,C,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d2-q26,SC-500,"Protect storage, databases, and networks",easy,Helix x Pulse Networks,Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to protect sensitive files from public exposure and deletion. Which action best satisfies the requirement while following least privilege?,allow anonymous containers,share account keys broadly,disable blob versioning for critical data,"use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage",D,"The best answer is to use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage. This directly addresses secure storage, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","storage-security, secure, domain-2"
sc500-d2-q27,SC-500,"Protect storage, databases, and networks",medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to secure databases. You must fix it without adding unnecessary standing access. What should you do?","enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access",open firewall to 0.0.0.0/0,disable audit retention,use shared SQL logins,A,"The best answer is to enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access. This directly addresses secure databases, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","database-security, secure, domain-2"
sc500-d2-q28,SC-500,"Protect storage, databases, and networks",medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""segment workloads and inspect traffic."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use public endpoints for every service,"use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate",rely only on naming conventions,grant RBAC instead of network controls,B,"The best answer is to use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate. This directly addresses network security, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","network-security, network, domain-2"
sc500-d2-q29,SC-500,"Protect storage, databases, and networks",hard,ClearVault Finance,"ClearVault Finance has a production issue involving private access architecture. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use service tags as the only control,enable anonymous public access,deploy Private Endpoints and private DNS zones,put secrets in route tables,C,"The best answer is to deploy Private Endpoints and private DNS zones. This directly addresses private access architecture, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-access, private, domain-2"
sc500-d2-q30,SC-500,"Protect storage, databases, and networks",medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,rotate nothing until an incident,ignore old repositories,grant read access to all developers,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,D,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d2-q31,SC-500,"Protect storage, databases, and networks",easy,Nexus Financial,Nexus Financial is working in a regulated finance environment. The security lead needs to protect sensitive files from public exposure and deletion. Which action best satisfies the requirement while following least privilege?,"use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage",allow anonymous containers,share account keys broadly,disable blob versioning for critical data,A,"The best answer is to use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage. This directly addresses secure storage, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","storage-security, secure, domain-2"
sc500-d2-q32,SC-500,"Protect storage, databases, and networks",medium,FortisAid Healthcare,"During a review at FortisAid Healthcare, auditors found a gap related to secure databases. You must fix it without adding unnecessary standing access. What should you do?",open firewall to 0.0.0.0/0,"enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access",disable audit retention,use shared SQL logins,B,"The best answer is to enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access. This directly addresses secure databases, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","database-security, secure, domain-2"
sc500-d2-q33,SC-500,"Protect storage, databases, and networks",medium,ClearVault Finance,"A change request at ClearVault Finance says: ""segment workloads and inspect traffic."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use public endpoints for every service,rely only on naming conventions,"use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate",grant RBAC instead of network controls,C,"The best answer is to use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate. This directly addresses network security, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","network-security, network, domain-2"
sc500-d2-q34,SC-500,"Protect storage, databases, and networks",hard,Helix x Pulse Networks,"Helix x Pulse Networks has a production issue involving private access architecture. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use service tags as the only control,enable anonymous public access,put secrets in route tables,deploy Private Endpoints and private DNS zones,D,"The best answer is to deploy Private Endpoints and private DNS zones. This directly addresses private access architecture, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-access, private, domain-2"
sc500-d2-q35,SC-500,"Protect storage, databases, and networks",medium,Nexus Financial,You are designing controls for Nexus Financial. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,rotate nothing until an incident,ignore old repositories,grant read access to all developers,A,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d2-q36,SC-500,"Protect storage, databases, and networks",easy,FortisAid Healthcare,FortisAid Healthcare is working in a healthcare tenant with sensitive patient data. The security lead needs to protect sensitive files from public exposure and deletion. Which action best satisfies the requirement while following least privilege?,allow anonymous containers,"use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage",share account keys broadly,disable blob versioning for critical data,B,"The best answer is to use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage. This directly addresses secure storage, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","storage-security, secure, domain-2"
sc500-d2-q37,SC-500,"Protect storage, databases, and networks",medium,ClearVault Finance,"During a review at ClearVault Finance, auditors found a gap related to secure databases. You must fix it without adding unnecessary standing access. What should you do?",open firewall to 0.0.0.0/0,disable audit retention,"enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access",use shared SQL logins,C,"The best answer is to enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access. This directly addresses secure databases, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","database-security, secure, domain-2"
sc500-d2-q38,SC-500,"Protect storage, databases, and networks",medium,Helix x Pulse Networks,"A change request at Helix x Pulse Networks says: ""segment workloads and inspect traffic."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use public endpoints for every service,rely only on naming conventions,grant RBAC instead of network controls,"use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate",D,"The best answer is to use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate. This directly addresses network security, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","network-security, network, domain-2"
sc500-d2-q39,SC-500,"Protect storage, databases, and networks",hard,Nexus Financial,"Nexus Financial has a production issue involving private access architecture. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",deploy Private Endpoints and private DNS zones,use service tags as the only control,enable anonymous public access,put secrets in route tables,A,"The best answer is to deploy Private Endpoints and private DNS zones. This directly addresses private access architecture, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-access, private, domain-2"
sc500-d2-q40,SC-500,"Protect storage, databases, and networks",medium,FortisAid Healthcare,You are designing controls for FortisAid Healthcare. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,rotate nothing until an incident,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,ignore old repositories,grant read access to all developers,B,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d2-q41,SC-500,"Protect storage, databases, and networks",easy,ClearVault Finance,ClearVault Finance is working in a secure Azure landing zone. The security lead needs to protect sensitive files from public exposure and deletion. Which action best satisfies the requirement while following least privilege?,allow anonymous containers,share account keys broadly,"use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage",disable blob versioning for critical data,C,"The best answer is to use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage. This directly addresses secure storage, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","storage-security, secure, domain-2"
sc500-d2-q42,SC-500,"Protect storage, databases, and networks",medium,Helix x Pulse Networks,"During a review at Helix x Pulse Networks, auditors found a gap related to secure databases. You must fix it without adding unnecessary standing access. What should you do?",open firewall to 0.0.0.0/0,disable audit retention,use shared SQL logins,"enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access",D,"The best answer is to enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access. This directly addresses secure databases, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","database-security, secure, domain-2"
sc500-d2-q43,SC-500,"Protect storage, databases, and networks",medium,Nexus Financial,"A change request at Nexus Financial says: ""segment workloads and inspect traffic."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?","use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate",use public endpoints for every service,rely only on naming conventions,grant RBAC instead of network controls,A,"The best answer is to use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate. This directly addresses network security, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","network-security, network, domain-2"
sc500-d2-q44,SC-500,"Protect storage, databases, and networks",hard,FortisAid Healthcare,"FortisAid Healthcare has a production issue involving private access architecture. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use service tags as the only control,deploy Private Endpoints and private DNS zones,enable anonymous public access,put secrets in route tables,B,"The best answer is to deploy Private Endpoints and private DNS zones. This directly addresses private access architecture, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-access, private, domain-2"
sc500-d2-q45,SC-500,"Protect storage, databases, and networks",medium,ClearVault Finance,You are designing controls for ClearVault Finance. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,rotate nothing until an incident,ignore old repositories,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,grant read access to all developers,C,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d2-q46,SC-500,"Protect storage, databases, and networks",easy,Helix x Pulse Networks,Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to protect sensitive files from public exposure and deletion. Which action best satisfies the requirement while following least privilege?,allow anonymous containers,share account keys broadly,disable blob versioning for critical data,"use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage",D,"The best answer is to use private access, RBAC, Defender for Storage, soft delete/versioning, and immutable storage. This directly addresses secure storage, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","storage-security, secure, domain-2"
sc500-d2-q47,SC-500,"Protect storage, databases, and networks",medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to secure databases. You must fix it without adding unnecessary standing access. What should you do?","enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access",open firewall to 0.0.0.0/0,disable audit retention,use shared SQL logins,A,"The best answer is to enable auditing, Defender for SQL, vulnerability assessment, TDE, data masking, and private access. This directly addresses secure databases, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","database-security, secure, domain-2"
sc500-d2-q48,SC-500,"Protect storage, databases, and networks",medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""segment workloads and inspect traffic."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",use public endpoints for every service,"use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate",rely only on naming conventions,grant RBAC instead of network controls,B,"The best answer is to use NSGs/ASGs, Azure Firewall, Private Endpoints, WAF, and DDoS protection as appropriate. This directly addresses network security, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","network-security, network, domain-2"
sc500-d2-q49,SC-500,"Protect storage, databases, and networks",hard,ClearVault Finance,"ClearVault Finance has a production issue involving private access architecture. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",use service tags as the only control,enable anonymous public access,deploy Private Endpoints and private DNS zones,put secrets in route tables,C,"The best answer is to deploy Private Endpoints and private DNS zones. This directly addresses private access architecture, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","private-access, private, domain-2"
sc500-d2-q50,SC-500,"Protect storage, databases, and networks",medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to identify leaked secrets in cloud assets and code. Which implementation is the most appropriate?,rotate nothing until an incident,ignore old repositories,grant read access to all developers,use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials,D,"The best answer is to use Defender CSPM/Defender for Cloud secret scanning and remediate exposed credentials. This directly addresses secret exposure detection, keeps permissions scoped, and matches the exam objective for Protect storage, databases, and networks.","secret-scanning, secret, domain-2"
sc500-d3-q01,SC-500,Secure compute,easy,Helix x Pulse Networks,"Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to secure Azure, hybrid, and multi-cloud servers. Which action best satisfies the requirement while following least privilege?","onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls",leave public RDP open,run unmanaged local admin accounts,disable endpoint protection,A,"The best answer is to onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls. This directly addresses server and VM protection, keeps permissions scoped, and matches the exam objective for Secure compute.","server-security, server, domain-3"
sc500-d3-q02,SC-500,Secure compute,medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to Azure Arc security. You must fix it without adding unnecessary standing access. What should you do?",manage servers separately with no telemetry,"onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring",copy logs manually,use shared local passwords,B,"The best answer is to onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring. This directly addresses Azure Arc security, keeps permissions scoped, and matches the exam objective for Secure compute.","arc, azure, domain-3"
sc500-d3-q03,SC-500,Secure compute,medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""protect clusters and container images."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",run all pods privileged,allow anonymous registry pull,"use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity",skip image scanning,C,"The best answer is to use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity. This directly addresses container and AKS security, keeps permissions scoped, and matches the exam objective for Secure compute.","container-security, container, domain-3"
sc500-d3-q04,SC-500,Secure compute,hard,ClearVault Finance,"ClearVault Finance has a production issue involving App Service and API security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",store API keys in code,disable HTTPS only,use public SCM access from anywhere,"use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate",D,"The best answer is to use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate. This directly addresses App Service and API security, keeps permissions scoped, and matches the exam objective for Secure compute. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","appservice-security, app, domain-3"
sc500-d3-q05,SC-500,Secure compute,medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to enforce guest OS security settings. Which implementation is the most appropriate?,use Azure Machine Configuration with policy assignments,use a spreadsheet checklist,manually inspect once,disable compliance reporting,A,"The best answer is to use Azure Machine Configuration with policy assignments. This directly addresses machine configuration, keeps permissions scoped, and matches the exam objective for Secure compute.","machine-config, machine, domain-3"
sc500-d3-q06,SC-500,Secure compute,easy,Nexus Financial,"Nexus Financial is working in a regulated finance environment. The security lead needs to secure Azure, hybrid, and multi-cloud servers. Which action best satisfies the requirement while following least privilege?",leave public RDP open,"onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls",run unmanaged local admin accounts,disable endpoint protection,B,"The best answer is to onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls. This directly addresses server and VM protection, keeps permissions scoped, and matches the exam objective for Secure compute.","server-security, server, domain-3"
sc500-d3-q07,SC-500,Secure compute,medium,FortisAid Healthcare,"During a review at FortisAid Healthcare, auditors found a gap related to Azure Arc security. You must fix it without adding unnecessary standing access. What should you do?",manage servers separately with no telemetry,copy logs manually,"onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring",use shared local passwords,C,"The best answer is to onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring. This directly addresses Azure Arc security, keeps permissions scoped, and matches the exam objective for Secure compute.","arc, azure, domain-3"
sc500-d3-q08,SC-500,Secure compute,medium,ClearVault Finance,"A change request at ClearVault Finance says: ""protect clusters and container images."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",run all pods privileged,allow anonymous registry pull,skip image scanning,"use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity",D,"The best answer is to use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity. This directly addresses container and AKS security, keeps permissions scoped, and matches the exam objective for Secure compute.","container-security, container, domain-3"
sc500-d3-q09,SC-500,Secure compute,hard,Helix x Pulse Networks,"Helix x Pulse Networks has a production issue involving App Service and API security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.","use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate",store API keys in code,disable HTTPS only,use public SCM access from anywhere,A,"The best answer is to use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate. This directly addresses App Service and API security, keeps permissions scoped, and matches the exam objective for Secure compute. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","appservice-security, app, domain-3"
sc500-d3-q10,SC-500,Secure compute,medium,Nexus Financial,You are designing controls for Nexus Financial. The requirement is to enforce guest OS security settings. Which implementation is the most appropriate?,use a spreadsheet checklist,use Azure Machine Configuration with policy assignments,manually inspect once,disable compliance reporting,B,"The best answer is to use Azure Machine Configuration with policy assignments. This directly addresses machine configuration, keeps permissions scoped, and matches the exam objective for Secure compute.","machine-config, machine, domain-3"
sc500-d3-q11,SC-500,Secure compute,easy,FortisAid Healthcare,"FortisAid Healthcare is working in a healthcare tenant with sensitive patient data. The security lead needs to secure Azure, hybrid, and multi-cloud servers. Which action best satisfies the requirement while following least privilege?",leave public RDP open,run unmanaged local admin accounts,"onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls",disable endpoint protection,C,"The best answer is to onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls. This directly addresses server and VM protection, keeps permissions scoped, and matches the exam objective for Secure compute.","server-security, server, domain-3"
sc500-d3-q12,SC-500,Secure compute,medium,ClearVault Finance,"During a review at ClearVault Finance, auditors found a gap related to Azure Arc security. You must fix it without adding unnecessary standing access. What should you do?",manage servers separately with no telemetry,copy logs manually,use shared local passwords,"onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring",D,"The best answer is to onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring. This directly addresses Azure Arc security, keeps permissions scoped, and matches the exam objective for Secure compute.","arc, azure, domain-3"
sc500-d3-q13,SC-500,Secure compute,medium,Helix x Pulse Networks,"A change request at Helix x Pulse Networks says: ""protect clusters and container images."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?","use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity",run all pods privileged,allow anonymous registry pull,skip image scanning,A,"The best answer is to use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity. This directly addresses container and AKS security, keeps permissions scoped, and matches the exam objective for Secure compute.","container-security, container, domain-3"
sc500-d3-q14,SC-500,Secure compute,hard,Nexus Financial,"Nexus Financial has a production issue involving App Service and API security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",store API keys in code,"use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate",disable HTTPS only,use public SCM access from anywhere,B,"The best answer is to use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate. This directly addresses App Service and API security, keeps permissions scoped, and matches the exam objective for Secure compute. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","appservice-security, app, domain-3"
sc500-d3-q15,SC-500,Secure compute,medium,FortisAid Healthcare,You are designing controls for FortisAid Healthcare. The requirement is to enforce guest OS security settings. Which implementation is the most appropriate?,use a spreadsheet checklist,manually inspect once,use Azure Machine Configuration with policy assignments,disable compliance reporting,C,"The best answer is to use Azure Machine Configuration with policy assignments. This directly addresses machine configuration, keeps permissions scoped, and matches the exam objective for Secure compute.","machine-config, machine, domain-3"
sc500-d3-q16,SC-500,Secure compute,easy,ClearVault Finance,"ClearVault Finance is working in a secure Azure landing zone. The security lead needs to secure Azure, hybrid, and multi-cloud servers. Which action best satisfies the requirement while following least privilege?",leave public RDP open,run unmanaged local admin accounts,disable endpoint protection,"onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls",D,"The best answer is to onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls. This directly addresses server and VM protection, keeps permissions scoped, and matches the exam objective for Secure compute.","server-security, server, domain-3"
sc500-d3-q17,SC-500,Secure compute,medium,Helix x Pulse Networks,"During a review at Helix x Pulse Networks, auditors found a gap related to Azure Arc security. You must fix it without adding unnecessary standing access. What should you do?","onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring",manage servers separately with no telemetry,copy logs manually,use shared local passwords,A,"The best answer is to onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring. This directly addresses Azure Arc security, keeps permissions scoped, and matches the exam objective for Secure compute.","arc, azure, domain-3"
sc500-d3-q18,SC-500,Secure compute,medium,Nexus Financial,"A change request at Nexus Financial says: ""protect clusters and container images."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",run all pods privileged,"use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity",allow anonymous registry pull,skip image scanning,B,"The best answer is to use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity. This directly addresses container and AKS security, keeps permissions scoped, and matches the exam objective for Secure compute.","container-security, container, domain-3"
sc500-d3-q19,SC-500,Secure compute,hard,FortisAid Healthcare,"FortisAid Healthcare has a production issue involving App Service and API security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",store API keys in code,disable HTTPS only,"use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate",use public SCM access from anywhere,C,"The best answer is to use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate. This directly addresses App Service and API security, keeps permissions scoped, and matches the exam objective for Secure compute. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","appservice-security, app, domain-3"
sc500-d3-q20,SC-500,Secure compute,medium,ClearVault Finance,You are designing controls for ClearVault Finance. The requirement is to enforce guest OS security settings. Which implementation is the most appropriate?,use a spreadsheet checklist,manually inspect once,disable compliance reporting,use Azure Machine Configuration with policy assignments,D,"The best answer is to use Azure Machine Configuration with policy assignments. This directly addresses machine configuration, keeps permissions scoped, and matches the exam objective for Secure compute.","machine-config, machine, domain-3"
sc500-d3-q21,SC-500,Secure compute,easy,Helix x Pulse Networks,"Helix x Pulse Networks is working in a post-acquisition identity consolidation. The security lead needs to secure Azure, hybrid, and multi-cloud servers. Which action best satisfies the requirement while following least privilege?","onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls",leave public RDP open,run unmanaged local admin accounts,disable endpoint protection,A,"The best answer is to onboard to Defender for Servers, use vulnerability assessment, EDR, JIT, Bastion, and secure boot controls. This directly addresses server and VM protection, keeps permissions scoped, and matches the exam objective for Secure compute.","server-security, server, domain-3"
sc500-d3-q22,SC-500,Secure compute,medium,Nexus Financial,"During a review at Nexus Financial, auditors found a gap related to Azure Arc security. You must fix it without adding unnecessary standing access. What should you do?",manage servers separately with no telemetry,"onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring",copy logs manually,use shared local passwords,B,"The best answer is to onboard servers to Azure Arc and apply Defender for Servers, policy, and monitoring. This directly addresses Azure Arc security, keeps permissions scoped, and matches the exam objective for Secure compute.","arc, azure, domain-3"
sc500-d3-q23,SC-500,Secure compute,medium,FortisAid Healthcare,"A change request at FortisAid Healthcare says: ""protect clusters and container images."" The solution must be auditable and aligned to Microsoft cloud security practices. Which option should you choose?",run all pods privileged,allow anonymous registry pull,"use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity",skip image scanning,C,"The best answer is to use Defender for Containers, ACR scanning, Kubernetes RBAC, network policies, and managed identity. This directly addresses container and AKS security, keeps permissions scoped, and matches the exam objective for Secure compute.","container-security, container, domain-3"
sc500-d3-q24,SC-500,Secure compute,hard,ClearVault Finance,"ClearVault Finance has a production issue involving App Service and API security. The team wants the fastest secure remediation, not a temporary workaround. What is the best answer? The solution must minimize blast radius and preserve investigation evidence.",store API keys in code,disable HTTPS only,use public SCM access from anywhere,"use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate",D,"The best answer is to use authentication, managed identity, Key Vault references, TLS, private endpoints, and WAF where appropriate. This directly addresses App Service and API security, keeps permissions scoped, and matches the exam objective for Secure compute. In exam scenarios, prefer controls that are enforceable, auditable, and least-privileged over broad access or manual process.","appservice-security, app, domain-3"
sc500-d3-q25,SC-500,Secure compute,medium,Helix x Pulse Networks,You are designing controls for Helix x Pulse Networks. The requirement is to enforce guest OS security settings. Which implementation is the most appropriate?,use Azure Machine Configuration with policy assignments,use a spreadsheet checklist,manually inspect once,disable compliance reporting,A,"The best answer is to use Azure Machine Configuration with policy assignments. This directly addresses machine configuration, keeps permissions scoped, and matches the exam objective for Secure compute.","machine-config, machine, domain-3"
